experiment,model,phase,window_id,day,y_true,y_score,f1,pr_auc,roc_auc,fpr,n
D,GAT+LSTM_no_adapt,2,996,tue,1.0,0.00013952466542832553,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,997,tue,1.0,0.0001495224132668227,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,998,tue,1.0,0.00015462280134670436,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,999,tue,1.0,0.00015341136895585805,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1000,tue,1.0,0.0001572200853843242,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1001,tue,1.0,0.00015887554036453366,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1002,tue,1.0,0.00016028364188969135,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1003,tue,1.0,0.00016932499420363456,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1004,tue,1.0,0.0002010415482800454,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1005,tue,1.0,0.00018726223788689822,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1006,tue,1.0,0.00017100822879001498,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1007,tue,1.0,0.00014852019376121461,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1008,tue,1.0,0.0001447626855224371,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1009,tue,1.0,0.00014465478307101876,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1010,tue,1.0,0.00014610255311708897,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1011,tue,1.0,0.00014883281255606562,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1012,tue,1.0,0.00015158270252868533,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1013,tue,1.0,0.0001531713642179966,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1014,tue,1.0,0.0001556951174279675,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1015,tue,1.0,0.0001545190461911261,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1016,tue,1.0,0.0001465493260184303,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1017,tue,1.0,0.00015097598952706903,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1018,tue,1.0,0.00014354086306411773,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1019,tue,1.0,0.00014626940537709743,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1020,tue,1.0,0.0001477253099437803,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1021,tue,1.0,0.00014731695409864187,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1022,tue,1.0,0.00015301820531021804,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1023,tue,1.0,0.0001590486353961751,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1024,tue,1.0,0.00016241721459664404,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1025,tue,1.0,0.00016014065477065742,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1026,tue,1.0,0.0001598761009518057,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1027,tue,1.0,0.00015942001482471824,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1028,tue,1.0,0.0001482751249568537,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1029,tue,1.0,0.00016336046974174678,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1030,tue,1.0,0.00015673063171561807,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1031,tue,1.0,0.000159866496687755,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,2,1032,tue,1.0,0.00017792521975934505,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1222,wed,0.0,0.0006240163347683847,0.0,0.8382768601503324,0.0,0.0,20
D,GAT+LSTM_no_adapt,3,1223,wed,0.0,0.0008451926405541599,0.0,0.7419178158729243,0.0,0.0,20
D,GAT+LSTM_no_adapt,3,1224,wed,0.0,0.0014461101964116096,0.0,0.6636341781511149,0.0,0.0,20
D,GAT+LSTM_no_adapt,3,1225,wed,0.0,0.0004906132235191762,0.0,0.5963984190474129,0.0,0.0,20
D,GAT+LSTM_no_adapt,3,1226,wed,0.0,0.0014837592607364058,0.0,0.5368645587298837,0.0,0.0,20
D,GAT+LSTM_no_adapt,3,1227,wed,0.0,0.002365951891988516,0.0,0.4831115755098506,0.0,0.0,20
D,GAT+LSTM_no_adapt,3,1228,wed,1.0,0.0030606118962168694,0.0,0.5494381061220955,0.07142857142857142,0.0,20
D,GAT+LSTM_no_adapt,3,1229,wed,0.0,0.003154318081215024,0.0,0.4483324923072482,0.06593406593406594,0.0,20
D,GAT+LSTM_no_adapt,3,1230,wed,0.0,0.0028429515659809113,0.0,0.40461536084601096,0.07291666666666666,0.0,20
D,GAT+LSTM_no_adapt,3,1231,wed,0.0,0.007591004949063063,0.0,0.3566112761898014,0.0707070707070707,0.0,20
D,GAT+LSTM_no_adapt,3,1232,wed,0.0,0.0011313450522720814,0.0,0.3183498089457842,0.08000000000000002,0.0,20
D,GAT+LSTM_no_adapt,3,1233,wed,0.0,0.00031470818794332445,0.0,0.2826127294522548,0.0909090909090909,0.0,20
D,GAT+LSTM_no_adapt,3,1234,wed,0.0,0.0007095570908859372,0.0,0.24923217262613548,0.10416666666666667,0.0,20
D,GAT+LSTM_no_adapt,3,1235,wed,0.0,0.0002551601210143417,0.0,0.21815366497476185,0.12087912087912087,0.0,20
D,GAT+LSTM_no_adapt,3,1236,wed,0.0,0.00019233330385759473,0.0,0.1894751175323931,0.14285714285714285,0.0,20
D,GAT+LSTM_no_adapt,3,1237,wed,0.0,0.00014498730888590217,0.0,0.17105435156518747,0.22666666666666668,0.0,20
D,GAT+LSTM_no_adapt,3,1238,wed,0.0,0.00020796219178009778,0.0,0.14687338751289988,0.265625,0.0,20
D,GAT+LSTM_no_adapt,3,1239,wed,0.0,0.00015405927842948586,0.0,0.1329656862745098,0.37254901960784315,0.0,20
D,GAT+LSTM_no_adapt,3,1240,wed,0.0,0.00015129780513234437,0.0,0.12837009803921567,0.5277777777777778,0.0,20
D,GAT+LSTM_no_adapt,3,1241,wed,0.0,0.0017731914995238185,0.0,0.16666666666666666,0.8947368421052632,0.0,20
D,GAT+LSTM_no_adapt,3,1242,wed,0.0,0.00023873418103903532,0.0,0.16666666666666666,0.8947368421052632,0.0,20
D,GAT+LSTM_no_adapt,3,1243,wed,0.0,0.007453422527760267,0.0,0.125,0.8421052631578947,0.0,20
D,GAT+LSTM_no_adapt,3,1244,wed,0.0,0.0002907759044319391,0.0,0.125,0.8421052631578947,0.0,20
D,GAT+LSTM_no_adapt,3,1245,wed,0.0,0.00023104735009837896,0.0,0.125,0.8421052631578947,0.0,20
D,GAT+LSTM_no_adapt,3,1246,wed,0.0,0.00026039115618914366,0.0,0.125,0.8421052631578947,0.0,20
D,GAT+LSTM_no_adapt,3,1247,wed,0.0,0.00038083799881860614,0.0,0.125,0.8421052631578947,0.0,20
D,GAT+LSTM_no_adapt,3,1248,wed,1.0,0.00028533616568893194,0.0,0.045454545454545456,0.4736842105263158,0.0,20
D,GAT+LSTM_no_adapt,3,1249,wed,1.0,0.00035251406370662153,0.0,0.10170454545454546,0.5555555555555556,0.0,20
D,GAT+LSTM_no_adapt,3,1250,wed,1.0,0.00027811445761471987,0.0,0.15444925444925445,0.5686274509803921,0.0,20
D,GAT+LSTM_no_adapt,3,1251,wed,1.0,0.00018776948854792863,0.0,0.18236315359477123,0.5,0.0,20
D,GAT+LSTM_no_adapt,3,1252,wed,1.0,0.00017638855206314474,0.0,0.21703081232492996,0.4666666666666666,0.0,20
D,GAT+LSTM_no_adapt,3,1253,wed,1.0,0.00022189950686879456,0.0,0.2596162824104,0.4642857142857143,0.0,20
D,GAT+LSTM_no_adapt,3,1254,wed,1.0,0.00017817580373957753,0.0,0.3046745971115719,0.46153846153846145,0.0,20
D,GAT+LSTM_no_adapt,3,1255,wed,1.0,0.0001640852860873565,0.0,0.3360275447591624,0.4375,0.0,20
D,GAT+LSTM_no_adapt,3,1256,wed,1.0,0.00013887004752177745,0.0,0.3596092990829833,0.38383838383838387,0.0,20
D,GAT+LSTM_no_adapt,3,1257,wed,1.0,0.00017947182641364634,0.0,0.38025053635734746,0.31999999999999995,0.0,20
D,GAT+LSTM_no_adapt,3,1258,wed,1.0,0.00021559842571150512,0.0,0.41750631041723074,0.30303030303030304,0.0,20
D,GAT+LSTM_no_adapt,3,1259,wed,1.0,0.00014575551904272288,0.0,0.43426138883762727,0.20833333333333334,0.0,20
D,GAT+LSTM_no_adapt,3,1260,wed,1.0,0.00021604889479931444,0.0,0.4550937865685425,0.1098901098901099,0.0,20
D,GAT+LSTM_no_adapt,3,1261,wed,1.0,0.0001432221761206165,0.0,0.5104074938771975,0.11904761904761904,0.0,20
D,GAT+LSTM_no_adapt,3,1262,wed,1.0,0.00029773128335364163,0.0,0.5714941883595134,0.13333333333333333,0.0,20
D,GAT+LSTM_no_adapt,3,1263,wed,1.0,0.00020470726303756237,0.0,0.646696038095032,0.15625,0.0,20
D,GAT+LSTM_no_adapt,3,1264,wed,1.0,0.00016572733875364065,0.0,0.7154549064424314,0.15686274509803924,0.0,20
D,GAT+LSTM_no_adapt,3,1265,wed,0.0,0.0001465385576011613,0.0,0.7566614891715054,0.35294117647058826,0.0,20
D,GAT+LSTM_no_adapt,3,1266,wed,1.0,0.00014019561058375984,0.0,0.8204768340152757,0.3888888888888889,0.0,20
D,GAT+LSTM_no_adapt,3,1267,wed,1.0,0.00016147234418895096,0.0,0.9882494387413319,0.7894736842105263,0.0,20
D,GAT+LSTM_no_adapt,3,1268,wed,1.0,0.0001401758345309645,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1269,wed,1.0,0.00019849379896186292,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1270,wed,1.0,0.0002030853065662086,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1271,wed,1.0,0.0002157726266887039,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1272,wed,1.0,0.0001995665516005829,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1273,wed,1.0,0.0005034123314544559,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1274,wed,1.0,0.00026587743195705116,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1275,wed,1.0,0.0002631469687912613,0.0,0.9848503159343145,0.7368421052631579,0.0,20
D,GAT+LSTM_no_adapt,3,1276,wed,1.0,0.0004597763472702354,0.0,0.9882494387413319,0.7894736842105263,0.0,20
D,GAT+LSTM_no_adapt,3,1277,wed,1.0,0.00032010566792450845,0.0,0.9882494387413319,0.7894736842105263,0.0,20
D,GAT+LSTM_no_adapt,3,1278,wed,1.0,0.00047369013191200793,0.0,0.9882494387413319,0.7894736842105263,0.0,20
D,GAT+LSTM_no_adapt,3,1279,wed,0.0,0.0008592709782533348,0.0,0.8236290671307441,0.4166666666666667,0.0,20
D,GAT+LSTM_no_adapt,3,1280,wed,1.0,0.0004559085064101964,0.0,0.8236290671307441,0.4166666666666667,0.0,20
D,GAT+LSTM_no_adapt,3,1281,wed,1.0,0.00038685256731696427,0.0,0.826613362700824,0.4444444444444444,0.0,20
D,GAT+LSTM_no_adapt,3,1282,wed,1.0,0.0004129974404349923,0.0,0.826613362700824,0.4444444444444444,0.0,20
D,GAT+LSTM_no_adapt,3,1283,wed,0.0,0.00026546078152023256,0.0,0.785177307263448,0.45098039215686275,0.0,20
D,GAT+LSTM_no_adapt,3,1284,wed,1.0,0.0005124965100549161,0.0,0.7901981034607148,0.47058823529411764,0.0,20
D,GAT+LSTM_no_adapt,3,1285,wed,0.0,0.0006539230816997588,0.0,0.7069157331973758,0.17647058823529413,0.0,20
D,GAT+LSTM_no_adapt,3,1286,wed,0.0,0.000449844024842605,0.0,0.6571445305747743,0.21875,0.0,20
D,GAT+LSTM_no_adapt,3,1287,wed,0.0,0.0008063025306910276,0.0,0.5850954944608195,0.18666666666666665,0.0,20
D,GAT+LSTM_no_adapt,3,1288,wed,1.0,0.0009735873900353909,0.0,0.6512015180668431,0.2533333333333333,0.0,20
D,GAT+LSTM_no_adapt,3,1289,wed,1.0,0.000885965651832521,0.0,0.7036600317753567,0.32,0.0,20
D,GAT+LSTM_no_adapt,3,1290,wed,1.0,0.0007991052698343992,0.0,0.7174664785965095,0.36,0.0,20
D,GAT+LSTM_no_adapt,3,1291,wed,1.0,0.0010360496817156672,0.0,0.7608044042873763,0.42666666666666675,0.0,20
D,GAT+LSTM_no_adapt,3,1292,wed,1.0,0.0011743170907720923,0.0,0.7979348655587045,0.4933333333333333,0.0,20
D,GAT+LSTM_no_adapt,3,1293,wed,1.0,0.0023136946838349104,0.0,0.8243237544475934,0.5333333333333333,0.0,20
D,GAT+LSTM_no_adapt,3,1294,wed,1.0,0.006057062651962042,0.0,0.8511288012526401,0.5866666666666667,0.0,20
D,GAT+LSTM_no_adapt,3,1295,wed,1.0,0.9830166697502136,0.125,0.8779793873137527,0.6533333333333333,0.0,20
D,GAT+LSTM_no_adapt,3,1296,wed,1.0,0.9799495339393616,0.23529411764705882,0.8967504310847964,0.6933333333333334,0.0,20
D,GAT+LSTM_no_adapt,3,1297,wed,1.0,0.9675019979476929,0.3333333333333333,0.917146987143117,0.7466666666666666,0.0,20
D,GAT+LSTM_no_adapt,3,1298,wed,1.0,0.7244224548339844,0.42105263157894735,0.9329145529106828,0.7866666666666666,0.0,20
D,GAT+LSTM_no_adapt,3,1299,wed,1.0,0.41016629338264465,0.4,0.9574225350565326,0.828125,0.0,20
D,GAT+LSTM_no_adapt,3,1300,wed,1.0,0.9896718263626099,0.47619047619047616,0.9664255112470089,0.859375,0.0,20
D,GAT+LSTM_no_adapt,3,1301,wed,1.0,0.9979748129844666,0.5454545454545454,0.9779592593616394,0.90625,0.0,20
D,GAT+LSTM_no_adapt,3,1302,wed,1.0,0.9937227368354797,0.6086956521739131,0.9888148488562092,0.953125,0.0,20
D,GAT+LSTM_no_adapt,3,1303,wed,1.0,0.9840776920318604,0.64,0.9900677118112468,0.9411764705882353,0.0,20
D,GAT+LSTM_no_adapt,3,1304,wed,1.0,0.8908109068870544,0.6923076923076923,0.9966359092656671,0.9803921568627452,0.0,20
D,GAT+LSTM_no_adapt,3,1305,wed,1.0,0.9703996181488037,0.7142857142857143,0.9969948018193633,0.9722222222222222,0.0,20
D,GAT+LSTM_no_adapt,3,1306,wed,1.0,0.996333122253418,0.7333333333333333,0.997299168975069,0.9473684210526315,0.0,20
D,GAT+LSTM_no_adapt,3,1307,wed,1.0,0.8629828095436096,0.75,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1308,wed,1.0,0.9923517107963562,0.7878787878787878,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1309,wed,1.0,0.7026093602180481,0.8235294117647058,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1310,wed,1.0,0.7397491931915283,0.8571428571428571,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1311,wed,1.0,0.9939249157905579,0.8888888888888888,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1312,wed,1.0,0.8005970120429993,0.918918918918919,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1313,wed,1.0,0.9687801003456116,0.9473684210526315,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1314,wed,1.0,0.7747187614440918,0.9743589743589743,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1315,wed,1.0,0.36609137058258057,0.9473684210526315,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1316,wed,1.0,0.6072457432746887,0.9473684210526315,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1317,wed,1.0,0.9924213290214539,0.9473684210526315,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1318,wed,1.0,0.9909942746162415,0.9473684210526315,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1319,wed,1.0,0.7182501554489136,0.9743589743589743,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1320,wed,1.0,0.36702868342399597,0.9473684210526315,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1321,wed,1.0,0.4100491404533386,0.918918918918919,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1322,wed,1.0,0.9673098921775818,0.918918918918919,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1323,wed,1.0,0.8546429872512817,0.918918918918919,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1324,wed,1.0,0.016132643446326256,0.8888888888888888,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1325,wed,1.0,0.019197318702936172,0.8571428571428571,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1326,wed,1.0,0.08645685017108917,0.8235294117647058,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1327,wed,1.0,0.14483113586902618,0.7878787878787878,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1328,wed,1.0,0.14283107221126556,0.75,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1329,wed,1.0,0.010528688319027424,0.7096774193548387,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1330,wed,1.0,0.013438194990158081,0.6666666666666666,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1331,wed,1.0,0.012487518601119518,0.6206896551724138,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1332,wed,1.0,0.013230563141405582,0.5714285714285714,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1333,wed,1.0,0.013199616223573685,0.5185185185185185,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1334,wed,1.0,0.013581926003098488,0.46153846153846156,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1335,wed,1.0,0.01292918436229229,0.46153846153846156,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1336,wed,1.0,0.016008440405130386,0.4,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1337,wed,1.0,0.015682348981499672,0.3333333333333333,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1338,wed,1.0,0.01352903712540865,0.2608695652173913,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1339,wed,1.0,0.011414577253162861,0.18181818181818182,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1340,wed,1.0,0.012275767512619495,0.18181818181818182,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1341,wed,1.0,0.012326553463935852,0.18181818181818182,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1342,wed,1.0,0.01232142187654972,0.09523809523809523,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1343,wed,1.0,0.013897293247282505,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1344,wed,1.0,0.016013916581869125,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1345,wed,1.0,0.015883566811680794,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1346,wed,1.0,0.015203763730823994,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1347,wed,1.0,0.01849077083170414,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1348,wed,1.0,0.01677078753709793,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1349,wed,1.0,0.015514620579779148,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1350,wed,1.0,0.010963210836052895,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1351,wed,1.0,0.014553499408066273,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1352,wed,1.0,0.015931354835629463,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1353,wed,1.0,0.014500608667731285,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1354,wed,1.0,0.01428120955824852,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1355,wed,1.0,0.012871681712567806,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1356,wed,1.0,0.015001087449491024,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1357,wed,1.0,0.016691716387867928,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1358,wed,1.0,0.014960221014916897,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1359,wed,1.0,0.01692519336938858,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1360,wed,1.0,0.01974508725106716,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1361,wed,1.0,0.018715864047408104,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1362,wed,1.0,0.02007606253027916,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1363,wed,1.0,0.02028214931488037,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1364,wed,1.0,0.014099217019975185,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1365,wed,1.0,0.016781948506832123,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1366,wed,1.0,0.017689721658825874,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1367,wed,1.0,0.012245070189237595,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1368,wed,1.0,0.011368121951818466,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1369,wed,1.0,0.011266079731285572,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1370,wed,1.0,0.01378635037690401,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1371,wed,1.0,0.01697739027440548,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1372,wed,1.0,0.012363407760858536,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1373,wed,1.0,0.015182801522314548,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1374,wed,1.0,0.015674298629164696,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1375,wed,1.0,0.013439643196761608,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1376,wed,1.0,0.015022882260382175,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1377,wed,1.0,0.014442788437008858,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1378,wed,1.0,0.01595844142138958,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1379,wed,1.0,0.02011306770145893,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1380,wed,1.0,0.01949373632669449,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1381,wed,1.0,0.016594834625720978,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1382,wed,1.0,0.01728004217147827,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1383,wed,1.0,0.017553793266415596,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1384,wed,1.0,0.014151195995509624,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1385,wed,1.0,0.0141506502404809,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1386,wed,1.0,0.011362185701727867,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1387,wed,1.0,0.014058207161724567,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1388,wed,1.0,0.016047388315200806,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1389,wed,1.0,0.015492611564695835,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1390,wed,1.0,0.01617133617401123,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1391,wed,1.0,0.01883780024945736,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1392,wed,1.0,0.01730307936668396,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1393,wed,1.0,0.019644569605588913,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1394,wed,1.0,0.018707966431975365,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1395,wed,1.0,0.019159870222210884,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1396,wed,1.0,0.020626498386263847,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1397,wed,1.0,0.01730402745306492,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1398,wed,1.0,0.017582327127456665,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1399,wed,1.0,0.016455089673399925,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1400,wed,1.0,0.01335316151380539,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1401,wed,1.0,0.012134412303566933,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1402,wed,1.0,0.013039181008934975,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1403,wed,1.0,0.012236075475811958,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1404,wed,1.0,0.01622772216796875,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1405,wed,1.0,0.015145800076425076,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1406,wed,1.0,0.013251353986561298,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1407,wed,1.0,0.01376336719840765,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1408,wed,1.0,0.014817669987678528,0.0,1.0000000000000002,,0.0,20
D,GAT+LSTM_no_adapt,3,1409,wed,1.0,0.01482449471950531,0.0,1.0000000000000002,,0.0,20
